,train_loss,val_loss,train_gacc,val_gacc,train_amae,val_amae
0,"[1.064225196838379, 0.9136212468147278, 0.7142602801322937, 0.6136906147003174, 0.551769495010376, 0.532100260257721, 0.489495187997818, 0.4518066644668579, 0.41199007630348206, 0.39846330881118774, [0.378429114818573, 0.3485323488712311, 0.3246209919452667, 0.2878335118293762, 0.28912752866744995, 0.28014424443244934], [0.378429114818573, 0.3485323488712311, 0.3246209919452667, 0.2878335118293762, 0.28912752866744995, 0.28014424443244934]]","[1.454694390296936, 0.8042985796928406, 0.7313665747642517, 0.6963052749633789, 0.5710417628288269, 0.5255857110023499, 0.5112813711166382, 0.5180306434631348, 0.49936917424201965, 0.48892930150032043, [0.5303674936294556, 0.5062952637672424, 0.430148184299469, 0.4848344624042511, 0.4342971444129944, 0.431259423494339], [0.5303674936294556, 0.5062952637672424, 0.430148184299469, 0.4848344624042511, 0.4342971444129944, 0.431259423494339]]","[0.6679222583770752, 0.7339159250259399, 0.7883079648017883, 0.8282356262207031, 0.8467681407928467, 0.8586710691452026, 0.8717794418334961, 0.8871477842330933, 0.8949826955795288, 0.9016121625900269, [0.9100497364997864, 0.9157751798629761, 0.9252674579620361, 0.9338556528091431, 0.9326502680778503, 0.937923789024353], [0.9100497364997864, 0.9157751798629761, 0.9252674579620361, 0.9338556528091431, 0.9326502680778503, 0.937923789024353]]","[0.44592371582984924, 0.6572924256324768, 0.7443530559539795, 0.7877337336540222, 0.8418847918510437, 0.8474196195602417, 0.8541510701179504, 0.8528047800064087, 0.8537023067474365, 0.8541510701179504, [0.8759910464286804, 0.8762902021408081, 0.8777860999107361, 0.8750935196876526, 0.886611819267273, 0.8854151368141174], [0.8759910464286804, 0.8762902021408081, 0.8777860999107361, 0.8750935196876526, 0.886611819267273, 0.8854151368141174]]","[0.4295625388622284, 0.37921634316444397, 0.26231226325035095, 0.22400611639022827, 0.20254306495189667, 0.19693836569786072, 0.18086932599544525, 0.17286480963230133, 0.1621471345424652, 0.1566043347120285, [0.1517205536365509, 0.14197595417499542, 0.13725987076759338, 0.1291697770357132, 0.1278018206357956, 0.1283923238515854], [0.1517205536365509, 0.14197595417499542, 0.13725987076759338, 0.1291697770357132, 0.1278018206357956, 0.1283923238515854]]","[0.37452900409698486, 0.19564704596996307, 0.22144439816474915, 0.25193125009536743, 0.18413683772087097, 0.16356854140758514, 0.17303131520748138, 0.1691710501909256, 0.15141241252422333, 0.1478898823261261, [0.2468804270029068, 0.17002466320991516, 0.13321924209594727, 0.12834206223487854, 0.12611497938632965, 0.1315617710351944], [0.2468804270029068, 0.17002466320991516, 0.13321924209594727, 0.12834206223487854, 0.12611497938632965, 0.1315617710351944]]"
